project_title,domain,tech_stack,batch_year,status,team_size,mentor
Spam Email Classifier 2024,AI/ML,"Python, Keras, Matplotlib",2024,Abandoned,2,Prof. Jitkar
Face Recognition Attendance System 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,1,Dr. Pardesi
Sign Language Translator 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Abandoned,2,Prof. Radhika Dhanal
AI Chatbot using NLP 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Prof. Jitkar
Sentiment Analysis of Reviews 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,3,Dr. Nair
Loan Default Prediction 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Abandoned,1,Prof. Jitkar
Spam Email Classifier 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Abandoned,3,Prof. Sunny Mohite
Fraud Detection System 2024,AI/ML,"Python, OpenCV, YOLO",2024,Completed,3,Dr. Kapil Kadam
Resume Screening using AI 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,2,Dr. Kapil Kadam
Brain Tumor Detection using MRI 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,3,Prof. Radhika Dhanal
Hand Gesture Recognition 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Abandoned,3,Dr. Joshi
Loan Default Prediction 2024,AI/ML,"Python, OpenCV, YOLO",2024,Completed,2,Dr. Pardesi
Crop Disease Detection using CNN 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Dr. Khan
Sign Language Translator 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,4,Dr. Nair
Real-time Object Detection System 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,5,Prof. Sunny Mohite
Drowsiness Detection System 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,3,Dr. Khan
Road Sign Recognition System 2024,AI/ML,"Python, Keras, Matplotlib",2024,Ongoing,3,Dr. Nair
Stock Price Prediction Model 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,4,Prof. Jitkar
Hand Gesture Recognition 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Abandoned,2,Prof. Verma
AI Chatbot using NLP 2024,AI/ML,"Python, Keras, Matplotlib",2024,Abandoned,1,Dr. Joshi
Medical Image Classification 2024,AI/ML,"Python, BERT, HuggingFace",2024,Abandoned,4,Prof. Radhika Dhanal
Brain Tumor Detection using MRI 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,3,Prof. Sunny Mohite
Resume Screening using AI 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,3,Prof. Jitkar
Fake News Detection using NLP 2024,AI/ML,"Python, BERT, HuggingFace",2024,Abandoned,3,Prof. Jitkar
Customer Churn Prediction 2024,AI/ML,"Python, OpenCV, YOLO",2024,Abandoned,4,Prof. Jitkar
Customer Churn Prediction 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Abandoned,3,Prof. Verma
Loan Default Prediction 2024,AI/ML,"Python, Keras, Matplotlib",2024,Abandoned,2,Prof. Sunny Mohite
Hand Gesture Recognition 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,1,Prof. Jitkar
Face Recognition Attendance System 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,2,Prof. Sunny Mohite
Air Quality Prediction Model 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,3,Dr. Nair
Stock Price Prediction Model 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Dr. Nair
Air Quality Prediction Model 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,1,Prof. Radhika Dhanal
Road Sign Recognition System 2024,AI/ML,"Python, BERT, HuggingFace",2024,Abandoned,2,Dr. Kapil Kadam
Hand Gesture Recognition 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,4,Prof. Verma
Drowsiness Detection System 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,3,Dr. Joshi
Face Recognition Attendance System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,4,Prof. Radhika Dhanal
Crop Disease Detection using CNN 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,3,Dr. Kapil Kadam
Stock Price Prediction Model 2024,AI/ML,"Python, OpenCV, YOLO",2024,Completed,2,Prof. Verma
Brain Tumor Detection using MRI 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Dr. Kapil Kadam
AI Chatbot using NLP 2024,AI/ML,"Python, Keras, Matplotlib",2024,Ongoing,3,Dr. Nair
Medical Image Classification 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Prof. Sunny Mohite
Medical Image Classification 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Abandoned,4,Prof. Radhika Dhanal
Fraud Detection System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Abandoned,3,Dr. Khan
Face Recognition Attendance System 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,2,Dr. Joshi
Air Quality Prediction Model 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,3,Prof. Jitkar
Fraud Detection System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,4,Dr. Nair
AI Chatbot using NLP 2024,AI/ML,"Python, Keras, Matplotlib",2024,Ongoing,2,Dr. Nair
Fraud Detection System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Ongoing,2,Prof. Sunny Mohite
Road Sign Recognition System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,3,Prof. Verma
Spam Email Classifier 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Prof. Jitkar
AI Chatbot using NLP 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Dr. Kapil Kadam
Customer Churn Prediction 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,2,Dr. Khan
Sign Language Translator 2024,AI/ML,"Python, OpenCV, YOLO",2024,Completed,3,Dr.K.T.Mane
Drowsiness Detection System 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,3,Prof. Verma
Air Quality Prediction Model 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,3,Prof. Jitkar
Sign Language Translator 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Prof. Sunny Mohite
Road Sign Recognition System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,3,Dr. Kapil Kadam
Sign Language Translator 2024,AI/ML,"Python, OpenCV, YOLO",2024,Abandoned,4,Prof. Verma
Air Quality Prediction Model 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,2,Prof. Verma
Hand Gesture Recognition 2024,AI/ML,"Python, OpenCV, YOLO",2024,Abandoned,1,Dr. Joshi
Customer Churn Prediction 2024,AI/ML,"Python, PyTorch, NumPy",2024,Abandoned,2,Prof. Sunny Mohite
Road Sign Recognition System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,2,Prof. Radhika Dhanal
Sign Language Translator 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Abandoned,2,Dr. Nair
Hand Gesture Recognition 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,3,Dr. Nair
Real-time Object Detection System 2024,AI/ML,"Python, PyTorch, NumPy",2024,Abandoned,4,Dr. Nair
Hand Gesture Recognition 2024,AI/ML,"Python, OpenCV, YOLO",2024,Completed,3,Dr. Khan
Road Sign Recognition System 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,5,Prof. Verma
Sentiment Analysis of Reviews 2024,AI/ML,"Python, PyTorch, NumPy",2024,Abandoned,4,Dr.K.T.Mane
Resume Screening using AI 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,4,Prof. Sunny Mohite
Real-time Object Detection System 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,2,Prof. Jitkar
Drowsiness Detection System 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,2,Prof. Jitkar
Spam Email Classifier 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,4,Prof. Radhika Dhanal
Spam Email Classifier 2024,AI/ML,"Python, OpenCV, YOLO",2024,Abandoned,3,Dr. Khan
Sign Language Translator 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,1,Prof. Radhika Dhanal
Sign Language Translator 2024,AI/ML,"Python, Keras, Matplotlib",2024,Ongoing,3,Prof. Radhika Dhanal
Customer Churn Prediction 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Prof. Sunny Mohite
Drowsiness Detection System 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,2,Prof. Verma
Fraud Detection System 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,3,Dr. Khan
Student Performance Prediction System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,4,Dr. Joshi
Crop Disease Detection using CNN 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Abandoned,2,Dr. Joshi
Crop Disease Detection using CNN 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Dr. Kapil Kadam
Road Sign Recognition System 2024,AI/ML,"Python, PyTorch, NumPy",2024,Abandoned,4,Prof. Radhika Dhanal
Hand Gesture Recognition 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,3,Dr. Kapil Kadam
Student Performance Prediction System 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Prof. Sunny Mohite
Brain Tumor Detection using MRI 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,2,Prof. Sunny Mohite
Drowsiness Detection System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,2,Dr. Joshi
Crop Disease Detection using CNN 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Ongoing,4,Prof. Jitkar
Real-time Object Detection System 2024,AI/ML,"Python, BERT, HuggingFace",2024,Completed,3,Prof. Radhika Dhanal
Sentiment Analysis of Reviews 2024,AI/ML,"Python, Scikit-learn, Flask",2024,Completed,2,Prof. Jitkar
Real-time Object Detection System 2024,AI/ML,"Python, Keras, Matplotlib",2024,Abandoned,2,Prof. Verma
Fraud Detection System 2024,AI/ML,"Python, TensorFlow, Pandas",2024,Completed,2,Dr. Khan
Medical Image Classification 2024,AI/ML,"Python, Keras, Matplotlib",2024,Abandoned,5,Dr. Nair
Sign Language Translator 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,2,Prof. Radhika Dhanal
Fraud Detection System 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,5,Dr. Khan
Real-time Object Detection System 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,2,Prof. Verma
Loan Default Prediction 2024,AI/ML,"Python, OpenCV, YOLO",2024,Abandoned,2,Dr.K.T.Mane
Road Sign Recognition System 2024,AI/ML,"Python, PyTorch, NumPy",2024,Completed,3,Prof. Jitkar
Road Sign Recognition System 2024,AI/ML,"Python, Keras, Matplotlib",2024,Completed,4,Prof. Sunny Mohite
Placement Management Portal 2024,Web Dev,"Next.js, Tailwind, Firebase",2024,Completed,3,Dr. Nair
College ERP System 2024,Web Dev,"Angular, Spring Boot, MySQL",2024,Abandoned,1,Dr. Khan
Blood Bank Management System 2024,Web Dev,"Vue.js, Django, MySQL",2024,Completed,4,Dr. Nair
Hospital Appointment System 2024,Web Dev,"Vue.js, Django, MySQL",2024,Completed,2,Dr. Joshi
Online Voting System 2024,Web Dev,"React, Node.js, MongoDB",2024,Completed,2,Dr. Pardesi
Job Portal with AI Matching 2024,Web Dev,"React, Node.js, MongoDB",2024,Abandoned,5,Prof. Jitkar
Online Food Ordering System 2024,Web Dev,"Vue.js, Django, MySQL",2024,Completed,3,Prof. Jitkar
Hospital Appointment System 2024,Web Dev,"Next.js, Tailwind, Firebase",2024,Completed,3,Dr. Nair
Online Examination Portal 2024,Web Dev,"Vue.js, Django, MySQL",2024,Completed,2,Prof. Sunny Mohite
Online Voting System 2024,Web Dev,"React, Express, MySQL",2024,Completed,3,Prof. Radhika Dhanal
Social Media Dashboard 2024,Web Dev,"Next.js, Tailwind, Firebase",2024,Abandoned,4,Dr.K.T.Mane
Job Portal with AI Matching 2024,Web Dev,"React, Node.js, MongoDB",2024,Abandoned,2,Dr. Nair
Event Management Platform 2024,Web Dev,"React, Node.js, MongoDB",2024,Completed,3,Dr. Kapil Kadam
College ERP System 2024,Web Dev,"React, Node.js, MongoDB",2024,Ongoing,3,Dr. Kapil Kadam
Placement Management Portal 2024,Web Dev,"Vue.js, Django, MySQL",2024,Completed,4,Dr. Pardesi
Online Examination Portal 2024,Web Dev,"Vue.js, Django, MySQL",2024,Completed,4,Dr. Pardesi
Student Grievance System 2024,Web Dev,"React, Node.js, MongoDB",2024,Abandoned,1,Prof. Jitkar
Social Media Dashboard 2024,Web Dev,"Angular, Spring Boot, MySQL",2024,Completed,3,Dr. Nair
Precision Agriculture Monitoring 2024,IoT,"ESP32, MicroPython, MQTT",2024,Completed,3,Dr. Joshi
Vehicle Tracking System 2024,IoT,"Raspberry Pi, Python, Firebase",2024,Completed,2,Prof. Radhika Dhanal
Vehicle Tracking System 2024,IoT,"Arduino, Python, MQTT",2024,Completed,3,Dr.K.T.Mane
Smart Home Automation System 2024,IoT,"Raspberry Pi, Python, Firebase",2024,Completed,3,Dr. Kapil Kadam
Smart Parking System 2024,IoT,"Arduino, Python, MQTT",2024,Completed,5,Prof. Jitkar
Health Monitoring Wearable 2024,IoT,"Arduino, C++, Bluetooth",2024,Completed,5,Dr. Khan
Smart Irrigation System 2024,IoT,"Arduino, Python, MQTT",2024,Completed,2,Dr.K.T.Mane
Smart Parking System 2024,IoT,"Raspberry Pi, Python, Firebase",2024,Abandoned,5,Prof. Jitkar
Precision Agriculture Monitoring 2024,IoT,"ESP32, MicroPython, MQTT",2024,Abandoned,4,Dr. Pardesi
Industrial Equipment Monitor 2024,IoT,"Arduino, Python, MQTT",2024,Completed,1,Prof. Sunny Mohite
Smart Irrigation System 2024,IoT,"Raspberry Pi, OpenCV, Python",2024,Abandoned,3,Prof. Sunny Mohite
Waste Management System 2024,IoT,"Arduino, C++, Bluetooth",2024,Completed,3,Prof. Sunny Mohite
Smart Street Light Control 2024,IoT,"Raspberry Pi, Python, Firebase",2024,Completed,5,Dr.K.T.Mane
Health Monitoring Wearable 2024,IoT,"Raspberry Pi, OpenCV, Python",2024,Completed,4,Dr.K.T.Mane
Industrial Equipment Monitor 2024,IoT,"Arduino, Python, MQTT",2024,Abandoned,3,Dr. Pardesi
Precision Agriculture Monitoring 2024,IoT,"Raspberry Pi, Python, Firebase",2024,Completed,2,Dr. Joshi
Smart Home Automation System 2024,IoT,"Raspberry Pi, Python, Firebase",2024,Ongoing,2,Prof. Sunny Mohite
Smart Street Light Control 2024,IoT,"ESP32, MicroPython, MQTT",2024,Ongoing,3,Prof. Radhika Dhanal
Vehicle Tracking System 2024,IoT,"Arduino, Python, MQTT",2024,Completed,3,Prof. Jitkar
Precision Agriculture Monitoring 2024,IoT,"Raspberry Pi, OpenCV, Python",2024,Completed,3,Dr. Kapil Kadam
Health Monitoring Wearable 2024,IoT,"Arduino, C++, Bluetooth",2024,Completed,2,Prof. Jitkar
Industrial Equipment Monitor 2024,IoT,"Arduino, C++, Bluetooth",2024,Completed,2,Prof. Sunny Mohite
Smart Parking System 2024,IoT,"Raspberry Pi, OpenCV, Python",2024,Completed,2,Dr. Joshi
Waste Management System 2024,IoT,"Arduino, C++, Bluetooth",2024,Completed,3,Prof. Sunny Mohite
Waste Management System 2024,IoT,"Arduino, C++, Bluetooth",2024,Completed,4,Prof. Radhika Dhanal
Smart Parking System 2024,IoT,"Arduino, C++, Bluetooth",2024,Abandoned,3,Dr.K.T.Mane
Health Monitoring Wearable 2024,IoT,"Arduino, C++, Bluetooth",2024,Completed,3,Dr. Khan
Smart Energy Meter 2024,IoT,"Raspberry Pi, OpenCV, Python",2024,Completed,2,Dr. Kapil Kadam
Smart Home Automation System 2024,IoT,"ESP32, MicroPython, MQTT",2024,Abandoned,3,Prof. Verma
Health Monitoring Wearable 2024,IoT,"Arduino, Python, MQTT",2024,Completed,4,Dr. Kapil Kadam
Precision Agriculture Monitoring 2024,IoT,"Arduino, Python, MQTT",2024,Completed,4,Prof. Sunny Mohite
Smart Parking System 2024,IoT,"Raspberry Pi, Python, Firebase",2024,Abandoned,3,Prof. Radhika Dhanal
Vehicle Tracking System 2024,IoT,"Raspberry Pi, OpenCV, Python",2024,Completed,4,Dr.K.T.Mane
Precision Agriculture Monitoring 2024,IoT,"Raspberry Pi, Python, Firebase",2024,Abandoned,3,Dr. Kapil Kadam
Precision Agriculture Monitoring 2024,IoT,"Arduino, C++, Bluetooth",2024,Completed,5,Dr.K.T.Mane
Smart Parking System 2024,IoT,"Raspberry Pi, OpenCV, Python",2024,Completed,3,Dr. Joshi
Smart Home Automation System 2024,IoT,"ESP32, MicroPython, MQTT",2024,Ongoing,2,Prof. Sunny Mohite
Smart Parking System 2024,IoT,"Arduino, C++, Bluetooth",2024,Completed,4,Dr.K.T.Mane
Vulnerability Scanner Tool 2024,Cybersecurity,"Python, Scapy, Burp Suite",2024,Completed,4,Dr. Joshi
Network Intrusion Detection System 2024,Cybersecurity,"Python, Wireshark, Metasploit",2024,Completed,2,Prof. Sunny Mohite
Vulnerability Scanner Tool 2024,Cybersecurity,"Python, Wireshark, Metasploit",2024,Abandoned,4,Dr. Khan
Digital Forensics Framework 2024,Cybersecurity,"Python, Snort, Wireshark",2024,Completed,3,Dr. Khan
Steganography Tool 2024,Cybersecurity,"Python, Scapy, Burp Suite",2024,Completed,2,Prof. Sunny Mohite
Network Intrusion Detection System 2024,Cybersecurity,"Python, Scapy, Burp Suite",2024,Completed,5,Prof. Verma
Firewall Rule Optimizer 2024,Cybersecurity,"Python, Nmap, Kali Linux",2024,Abandoned,2,Prof. Sunny Mohite
Malware Analysis System 2024,Cybersecurity,"Python, Wireshark, Metasploit",2024,Abandoned,5,Dr. Nair
Steganography Tool 2024,Cybersecurity,"Python, Scapy, Burp Suite",2024,Abandoned,5,Dr. Kapil Kadam
Phishing Website Detector 2024,Cybersecurity,"Python, Nmap, Kali Linux",2024,Completed,4,Dr. Khan
Network Intrusion Detection System 2024,Cybersecurity,"Python, Scapy, Burp Suite",2024,Abandoned,3,Dr. Nair
Vulnerability Scanner Tool 2024,Cybersecurity,"Python, Snort, Wireshark",2024,Completed,2,Dr.K.T.Mane
Password Strength Analyzer 2024,Cybersecurity,"Python, Wireshark, Metasploit",2024,Completed,2,Prof. Verma
Digital Forensics Framework 2024,Cybersecurity,"Python, Wireshark, Metasploit",2024,Completed,3,Dr. Kapil Kadam
Firewall Rule Optimizer 2024,Cybersecurity,"Python, Nmap, Kali Linux",2024,Abandoned,4,Dr. Khan
Network Intrusion Detection System 2024,Cybersecurity,"Python, Wireshark, Metasploit",2024,Completed,3,Dr. Kapil Kadam
Password Strength Analyzer 2024,Cybersecurity,"Python, Scapy, Burp Suite",2024,Abandoned,3,Prof. Jitkar
Password Strength Analyzer 2024,Cybersecurity,"Python, Scapy, Burp Suite",2024,Completed,2,Dr. Kapil Kadam
Ride Sharing Application 2024,Mobile,"Swift, iOS, CoreData",2024,Completed,2,Prof. Verma
E-Learning Mobile Platform 2024,Mobile,"React Native, Node.js, MongoDB",2024,Ongoing,4,Prof. Jitkar
Event Management Mobile App 2024,Mobile,"Android, Java, SQLite",2024,Completed,3,Dr. Nair
Ride Sharing Application 2024,Mobile,"Flutter, Dart, Firebase",2024,Completed,2,Dr. Nair
Fitness Tracker Application 2024,Mobile,"Flutter, Dart, Firebase",2024,Abandoned,2,Prof. Radhika Dhanal
Fitness Tracker Application 2024,Mobile,"Android, Java, SQLite",2024,Abandoned,2,Prof. Radhika Dhanal
E-Learning Mobile Platform 2024,Mobile,"Swift, iOS, CoreData",2024,Completed,2,Prof. Radhika Dhanal
E-Learning Mobile Platform 2024,Mobile,"Android, Java, SQLite",2024,Abandoned,3,Dr.K.T.Mane
Smart Contract Audit Tool 2024,Blockchain,"Solidity, Hardhat, Web3.js",2024,Abandoned,5,Prof. Jitkar
Smart Contract Audit Tool 2024,Blockchain,"Solidity, Hardhat, Web3.js",2024,Completed,3,Dr. Joshi
Decentralized Finance App 2024,Blockchain,"Python, Web3.py, Ethereum",2024,Abandoned,2,Dr. Joshi
Serverless REST API System 2024,Cloud,"AWS, Python, Docker",2024,Completed,2,Prof. Radhika Dhanal
Serverless REST API System 2024,Cloud,"Azure, Kubernetes, Terraform",2024,Completed,3,Prof. Radhika Dhanal
Microservices Architecture Demo 2024,Cloud,"AWS, Python, Docker",2024,Completed,5,Dr. Joshi
Serverless REST API System 2024,Cloud,"Azure, Kubernetes, Terraform",2024,Abandoned,2,Prof. Jitkar
Auto-scaling Web Application,Cloud,"AWS, Python, Docker",2024,Completed,2,Prof. Sunny Mohite
Multi-cloud Storage Manager 2024,Cloud,"GCP, Python, Pub/Sub",2024,Completed,5,Prof. Verma
AR Product Visualizer,AR/VR,"Unity, Vuforia, C#",2024,Completed,2,Dr.K.T.Mane
Virtual Lab Simulation 2024,AR/VR,"Unity, Vuforia, C#",2024,Completed,3,Dr.K.T.Mane
